symbol,name,exchange,category,country,category_number
SSBI,Summit State Bank,NGM,Regional - Pacific Banks,USA,416
SSC.OL,SCOTTISH SALMON,OSL,,Norway,0
SSD,"Simpson Manufacturing Co., Inc.",NYQ,Small Tools & Accessories,USA,625
SSE,Southern Connecticut Bancorp Inc.,ASE,,USA,0
SSE.V,Silver Spruce Resources Inc.,VAN,Industrial Metals & Minerals,Canada,133
SSFN,Stewardship Financial Corp.,NCM,Regional - Northeast Banks,USA,411
SSH,Sunshine Heart Inc.,NCM,Medical Appliances & Equipment,USA,521
SSI,Stage Stores Inc.,NYQ,Apparel Stores,USA,730
SSIA.JK,Surya Semesta Internusa Tbk.,JKT,,Indonesia,0
SSL,Sasol Ltd.,NYQ,Major Integrated Oil & Gas,USA,120
SSL.TO,SANDSTORM GOLD LTD,TOR,,Canada,0
SSLT,Sesa Sterlite Limited,NYQ,Steel & Iron,USA,130
SSN,Samson Oil & Gas Limited,ASE,Oil & Gas Drilling & Exploration,USA,123
SSN.AX,Samson Oil & Gas Limited,ASX,Independent Oil & Gas,Australia,121
SSN.V,Stetson Oil and Gas Ltd.,VAN,Oil & Gas Drilling & Exploration,Canada,123
SSNC,"SS&C; Technologies Holdings, Inc.",NMS,Business Software & Services,USA,826
SSNI,"Silver Spring Networks, Inc.",NYQ,Computer Based Systems,USA,812
SSNLF,Samsung Electronics Co. Ltd.,PNK,,USA,0
SSP,The E. W. Scripps Company,NYQ,Publishing - Newspapers,USA,727
SSREY,Swiss Re Ltd,PNK,,USA,0
SSRI,Silver Standard Resources Inc.,NMS,Silver,USA,135
SSS,Sovran Self Storage Inc.,NYQ,REIT - Industrial,USA,444
SSS.V,Stem Cell Therapeutics Corp.,VAN,Biotechnology,Canada,515
SSTK,"Shutterstock, Inc.",NYQ,Business Services,USA,760
SSU.DE,Samsung Electronics Co. Ltd.,GER,Electronic Equipment,Germany,314
SSU.SG,Samsung Electronics Co. Ltd.,STU,Electronic Equipment,Germany,314
SSU.V,Golden Sun Mining Corp.,VAN,Industrial Metals & Minerals,Canada,133
SSUN.DE,Samsung Electronics Co. Ltd.,GER,Electronic Equipment,Germany,314
SSV.V,Southern Silver Exploration Corp.,VAN,Gold,Canada,134
SSW,Seaspan Corporation,NYQ,Shipping,USA,775
SSYS,Stratasys Ltd.,NMS,Computer Peripherals,USA,815
SSZ.V,SSP Offshore Inc.,VAN,Oil & Gas Drilling & Exploration,Canada,123
ST,Sensata Technologies Holding NV,NYQ,Scientific & Technical Instruments,USA,837
STAA,STAAR Surgical Company,NGM,Medical Instruments & Supplies,USA,520
STADF,St Andrew Goldfields Ltd.,PNK,,USA,0
STAG,"STAG Industrial, Inc.",NYQ,REIT - Industrial,USA,444
STAN,Standard Parking Corporation,NMS,Management Services,USA,769
STAN.L,Standard Chartered PLC,LSE,Money Center Banks,United Kingdom,410
STB.OL,STOREBRAND,OSL,,Norway,0
STBA,S&T; Bancorp Inc.,NMS,Regional - Northeast Banks,USA,411
STBZ,State Bank Financial Corporation,NCM,Money Center Banks,USA,410
STC,Stewart Information Services Corporation,NYQ,Property & Casualty Insurance,USA,432
STDR,EFactor Group Corp.,,Diversified Investments,,423
STE,Steris Corp.,NYQ,Medical Appliances & Equipment,USA,521
STE.L,Stewart & Wight plc,LSE,Property Management,United Kingdom,448
STEFF,STE DE LA TOUR EIFFE,PNK,,USA,0
STEI,Stewart Enterprises Inc.,NMS,Personal Services,USA,762
STEL,StellarOne Corporation,NMS,Regional - Mid-Atlantic Banks,USA,412
STEL.L,STELLAR DIAMONDS,LSE,,United Kingdom,0
STFC,State Auto Financial Corp.,NMS,Property & Casualty Insurance,USA,432
STI,"SunTrust Banks, Inc.",NYQ,Money Center Banks,USA,410
STI-PE,"SunTrust Banks, Inc. Depositary",NYQ,,USA,0
STI-WTA,"SUNTRUST BANKS, INC. WARRANTS",NYQ,,USA,0
STI-WTB,"SUNTRUST BANKS, INC. WARRANTS",NYQ,,USA,0
STJ,St. Jude Medical Inc.,NYQ,Medical Appliances & Equipment,USA,521
STK,Columbia Seligman Premium Techn,NYQ,,USA,0
STKL,SunOpta Inc.,NMS,,USA,0
STL,Sterling Bancorp.,NYQ,Savings & Loans,USA,419
STL.OL,STATOIL,OSL,,Norway,0
STLD,Steel Dynamics Inc.,NMS,Steel & Iron,USA,130
STLY,Stanley Furniture Co. Inc.,NMS,Home Furnishings & Fixtures,USA,311
STM,STMicroelectronics NV,NYQ,Semiconductor - Broad Line,USA,830
STML,"Stemline Therapeutics, Inc.",NCM,Biotechnology,USA,515
STN,Stantec Inc.,NYQ,Technical Services,USA,767
STNG,Scorpio Tankers Inc.,NYQ,Shipping,USA,775
STNR,Steiner Leisure Ltd.,NMS,Personal Services,USA,762
STO,Statoil ASA,NYQ,Major Integrated Oil & Gas,USA,120
STO.AX,Santos Limited,ASX,Independent Oil & Gas,Australia,121
STO.TO,SPARTAN OIL CORP,TOR,,Canada,0
STO3.MU,STO VZ,MUN,General Building Materials,Germany,634
STON,Stonemor Partners LP,NYQ,Personal Services,USA,762
STOSF,Santos Limited,PNK,,USA,0
STP,Suntech Power Holdings Co. Ltd.,NYQ,Diversified Electronics,USA,836
STPJF,Southern Pacific Resource Corp.,PNK,,USA,0
STR,Questar Corporation,NYQ,Gas Utilities,USA,912
STRA,Strayer Education Inc.,NMS,Education & Training Services,USA,766
STRI,"STR Holdings, Inc.",NYQ,Rubber & Plastics,USA,322
STRL,Sterling Construction Co. Inc.,NMS,Heavy Construction,USA,635
STRM,"Streamline Health Solutions, Inc.",NCM,Healthcare Information Services,USA,825
STRS,Stratus Properties Inc.,NMS,Real Estate Development,USA,449
STRXF,Strata-X Energy Ltd.,PNK,,USA,0
STRZA,Starz,NMS,Entertainment - Diversified,USA,722
STS.V,Wolfeye Resource Corp.,VAN,Industrial Metals & Minerals,Canada,133
STSA,Sterling Financial Corporation,NCM,Savings & Loans,USA,419
STSI,"Star Scientific, Inc.",NGM,Drug Manufacturers - Major,USA,510
STT,State Street Corporation,NYQ,Asset Management,USA,422
STT-PC,State Street Corporation Dep Sh,NYQ,,USA,0
STTFF,SmarTone Telecommunications Holdings Ltd.,PNK,,USA,0
STTH,"Stratum Holdings, Inc.",PNK,Staffing & Outsourcing Services,USA,764
STTP.JK,Siantar Top Tbk.,JKT,,Indonesia,0
STTX,"Stratex Oil & Gas Holdings, Inc.",PNK,,USA,0
STU.NZ,Steel & Tube Holdings Limited,NZE,Steel & Iron,NewZealand,130
STV,"China Digital TV Holding Co., Ltd.",NYQ,Application Software,USA,821
STVF,Stevia First Corporation,PNK,Industrial Metals & Minerals,USA,133
STVS,"Nova Lifestyle, Inc.",PNK,Home Furnishings & Fixtures,USA,311
STWD,"Starwood Property Trust, Inc.",NYQ,REIT - Diversified,USA,440
STWS,STW Resources Holding Corp,PNK,Water Utilities,USA,914
STX,Seagate Technology Public Limited Company,NMS,Data Storage Devices,USA,813
STXS,Stereotaxis Inc.,NCM,Medical Appliances & Equipment,USA,521
STZ,Constellation Brands Inc.,NYQ,Beverages - Wineries & Distillers,USA,347
SU,Suncor Energy Inc.,NYQ,Independent Oil & Gas,USA,121
SU.TO,Suncor Energy Inc.,TOR,Major Integrated Oil & Gas,Canada,120
SUBC.OL,SUBSEA 7,OSL,,Norway,0
SUBK,Suffolk Bancorp,NMS,Regional - Northeast Banks,USA,411
SUG.V,SUPARNA GOLD CORP,VAN,,Canada,0
SUGI.JK,Sugih Energy Tbk.,JKT,,Indonesia,0
SUHJF,Sun Hung Kai Properties Limited,PNK,,USA,0
SUHJY,Sun Hung Kai Properties Limited,PNK,,USA,0
SUI,Sun Communities Inc.,NYQ,REIT - Residential,USA,445
SUL.AX,Super Retail Group Limited,ASX,"Specialty Retail, Other",Australia,745
SUL.V,Sultan Minerals Inc.,VAN,Industrial Metals & Minerals,Canada,133
SULI.JK,PT SLJ GLOBAL TBK,JKT,,Indonesia,0
SUMR,"Summer Infant, Inc.",NCM,Personal Products,USA,323
SUN.VX,,VTX,,Switzerland,0
SUNE,"SunEdison, Inc.",NYQ,Semiconductor - Integrated Circuits,USA,833
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,NSI,Biotechnology,India,515
SUNS,Solar Senior Capital Ltd.,NMS,Asset Management,USA,422
SUNZI.BO,SUNRISE ZINC,BSE,,India,0
SUP,"Superior Industries International, Inc.",NYQ,Auto Parts,USA,333
SUPN,"Supernus Pharmaceuticals, Inc.",NGM,Drugs - Generic,USA,512
SUPX,Supertex Inc.,NMS,Semiconductor - Integrated Circuits,USA,833
SURE,Sonora Resources Corp.,PNK,,USA,0
SURG,"Synergetics USA, Inc.",NCM,Medical Appliances & Equipment,USA,521
SUSP,Susser Petroleum Partners LP,NYQ,Industrial Equipment Wholesale,USA,752
SUSQ,"Susquehanna Bancshares, Inc.",NMS,Regional - Northeast Banks,USA,411
SUTNY,SUMITOMO MITSUI TR H,PNK,,USA,0
SUTR,Sutor Technology Group Limited,NCM,Steel & Iron,USA,130
SUV.V,Star Minerals Group Limited,VAN,Industrial Metals & Minerals,Canada,133
SUY1.DU,SAINSBURY,DUS,Grocery Stores,Germany,734
SUZLON.NS,Suzlon Energy Limited,NSI,Diversified Machinery,India,622
SVA,Sinovac Biotech Ltd.,NMS,Biotechnology,USA,515
SVA.V,Sernova Corp.,VAN,Medical Laboratories & Research,Canada,525
SVBI,Severn Bancorp Inc.,NCM,Regional - Mid-Atlantic Banks,USA,412
SVBL,"Silver Bull Resources, Inc.",ASE,Industrial Metals & Minerals,USA,133
SVG.V,Silver Grail Resources Ltd.,VAN,Industrial Metals & Minerals,Canada,133
SVGAF,Silver Grail Resources Ltd.,PNK,,USA,0
SVL.V,Silvercrest Mines Inc.,VAN,Gold,Canada,134
SVLC,Silvercrest Mines Inc.,ASE,Gold,USA,134
SVM,Silvercorp Metals Inc.,NYQ,Silver,USA,135
SVM.TO,Silvercorp Metals Inc.,TOR,Silver,Canada,135
SVNTQ,"Savient Pharmaceuticals, Inc.",PNK,,USA,0
SVSN,"Stereo Vision Entertainment, Inc.",PNK,,USA,0
SVT,Servotronics Inc.,ASE,Industrial Electrical Equipment,USA,627
SVT.L,Severn Trent Plc,LSE,Water Utilities,United Kingdom,914
SVU,SUPERVALU Inc.,NYQ,Grocery Stores,USA,734
SVVC,Firsthand Technology Value Fund,NGM,,USA,0
SVW.AX,Seven Group Holdings Limited,ASX,Industrial Equipment Wholesale,Australia,752
SW.TO,Sierra Wireless Inc.,TOR,Communication Equipment,Canada,841
SWA.DE,Sektkellerei Schloss Wachenheim AG,GER,Beverages - Wineries & Distillers,Germany,347
SWC,Stillwater Mining Co.,NYQ,Industrial Metals & Minerals,USA,133
SWDBY,Swedbank AB,PNK,,USA,0
SWDHF,Skyworth Digital Holdings Ltd.,PNK,,USA,0
SWE.V,SILVERWILLOW ENERGY CORPORATION,VAN,,Canada,0
SWET,"Solar Wind Energy Tower, Inc.",PNK,,USA,0
SWFCF,Snowfield Development Corp.,PNK,,USA,0
SWFT,Swift Transportation Company,NYQ,Trucking,USA,774
SWHC,Smith & Wesson Holding Corporation,NMS,Aerospace/Defense Products & Services,USA,611
SWHN,SwissINSO Holding Inc.,PNK,,USA,0
SWI,"SolarWinds, Inc.",NYQ,Application Software,USA,821
SWIR,Sierra Wireless Inc.,NMS,,USA,0
SWJ,"Stanley Black & Decker, Inc.",NYQ,,USA,0
SWK,"Stanley Black & Decker, Inc.",NYQ,Machine Tools & Accessories,USA,624
SWKS,Skyworks Solutions Inc.,NMS,Semiconductor - Integrated Circuits,USA,833
SWM,Schweitzer-Mauduit International Inc.,NYQ,Paper & Paper Products,USA,324
SWN,Southwestern Energy Co.,NYQ,Independent Oil & Gas,USA,121
SWRL,"U-Swirl, Inc.",PNK,,USA,0
SWS,"SWS Group, Inc.",NYQ,Investment Brokerage - Regional,USA,421
SWS.BE,SMITH & WESSON HLDG,BER,Aerospace/Defense - Major Diversified,Germany,610
SWSH,Swisher Hygiene Inc.,NMS,Cleaning Products,USA,326
SWTG,SAVE THE WORLD TECHN,PNK,,USA,0
SWTUY,Swedish Orphan Biovitrum AB,PNK,,USA,0
SWU,"Stanley Black & Decker, Inc Cor",NYQ,,USA,0
SWV.F,SOLARWORLD,FRA,Diversified Utilities,Germany,913
SWVI,"Swingplane Ventures, Inc.",OBB,,USA,0
SWW.DU,SUNWAYS,DUS,Diversified Utilities,Germany,913
SWWI,Simon Worldwide Inc.,PNK,,USA,0
SWX,Southwest Gas Corporation,NYQ,Gas Utilities,USA,912
SWY,Safeway Inc.,NYQ,Grocery Stores,USA,734
SWY.TO,Stornoway Diamond Corporation,TOR,Industrial Metals & Minerals,Canada,133
SWYDF,Stornoway Diamond Corporation,PNK,,USA,0
SWZ,The Swiss Helvetia Fund Inc.,NYQ,,USA,0
SXA.AX,STRATA-X CDI 1:1,ASX,,Australia,0
SXC,SunCoke Energy Inc.,NYQ,Steel & Iron,USA,130
SXCL,Steel Excel Inc.,PNK,,USA,0
SXCP,"Suncoke Energy Partners, L.P.",NYQ,Nonmetallic Mineral Mining,USA,136
SXE,"Southcross Energy Partners, L.P.",NYQ,Gas Utilities,USA,912
SXE.V,STRATA X ENERGY LTD,VAN,,Canada,0
SXG.V,Samex Mining Corp.,VAN,Industrial Metals & Minerals,Canada,133
SXL,Sunoco Logistics Partners L.P.,NYQ,Oil & Gas Pipelines,USA,125
SXL.F,1ST RED,FRA,Property Management,Germany,448
SXN.V,Saxon Oil Company Ltd,VAN,,Canada,0
SXS.L,Spectris plc,LSE,Electronic Equipment,United Kingdom,314
SXT,Sensient Technologies Corporation,NYQ,Specialty Chemicals,USA,113
SXV.F,XINHUA WINSHARE,FRA,,Germany,0
SXX.L,SIRIUS MINERALS,LSE,,United Kingdom,0
SY1.DE,Symrise AG,GER,Chemicals - Major Diversified,Germany,110
SY1.SG,SYMRISE,STU,Chemicals - Major Diversified,Germany,110
SYA,Symetra Financial Corporation,NYQ,Life Insurance,USA,430
SYBT,SY Bancorp Inc.,NMS,Regional - Southeast Banks,USA,413
SYD.V,"Synodon, Inc.",VAN,Scientific & Technical Instruments,Canada,837
SYDB.CO,SYDBANK,CPH,,Denmark,0
SYEV,"Seychelle Environmental Technologies, Inc.",PNK,Pollution & Treatment Controls,USA,623
SYHEF,Synergy Health plc,PNK,,USA,0
SYK,Stryker Corporation,NYQ,Medical Appliances & Equipment,USA,521
SYKE,"Sykes Enterprises, Incorporated",NMS,Information Technology Services,USA,824
SYL.V,"Symax Lift (Holding) Co., Ltd.",VAN,Diversified Machinery,Canada,622
SYM.DU,SYMANTEC,DUS,Technical & System Software,Germany,822
SYMC,Symantec Corporation,NMS,Security Software & Services,USA,823
SYMM,Symmetricom Inc.,NMS,Communication Equipment,USA,841
SYMX,"Synthesis Energy Systems, Inc.",NGM,Specialty Chemicals,USA,113
SYN,Synthetic Biologics Inc.,ASE,Biotechnology,USA,515
SYNA,Synaptics Inc.,NMS,Application Software,USA,821
SYNC,"Synacor, Inc.",NGM,Internet Information Providers,USA,851
SYNDIBANK.NS,Syndicate Bank Limited,NSI,Money Center Banks,India,410
SYNL,Synalloy Corporation,NGM,Steel & Iron,USA,130
SYNM,Syntroleum Corp.,NCM,Oil & Gas Refining & Marketing,USA,122
SYNN.VX,SYNGENTA N,VTX,,Switzerland,0
SYNT,"Syntel, Inc.",NMS,Information Technology Services,USA,824
SYPR,Sypris Solutions Inc.,NGM,Scientific & Technical Instruments,USA,837
SYRG,Synergy Resources Corporation,ASE,Oil & Gas Equipment & Services,USA,124
SYS.F,REPLY DEUTSCHLAND,FRA,Technical & System Software,Germany,822
SYT,Syngenta AG,NYQ,Agricultural Chemicals,USA,112
SYT.F,SOFTING,FRA,Information Technology Services,Germany,824
SYUP,"Shanghai Yutong Pharma, Inc.",PNK,,USA,0
SYW.BE,SONNE + WIND N,BER,,Germany,0
SYX,Systemax Inc.,NYQ,Technical & System Software,USA,822
SYY,Sysco Corporation,NYQ,Food Wholesale,USA,757
SZ1.DE,SUEZ ENV. CPY,GER,,Germany,0
SZ5.SI,Yangzijiang.ES.1309,SES,,Singapore,0
SZ6.SI,Yanlord.ES.1309,SES,,Singapore,0
SZ8.MU,SUMITOMO BAKELITE,MUN,,Germany,0
SZC,Cushing Renaissance Fund (The),NYQ,,USA,0
SZE,Bank of America Corporation Lev,PCX,,USA,0
SZEVY,Suez Environnement Company SA,PNK,,USA,0
SZG.DE,Salzgitter AG,GER,Steel & Iron,Germany,130
SZG.MU,SALZGITTER,MUN,Steel & Iron,Germany,130
SZU.DE,Suedzucker AG,GER,Confectioners,Germany,345
SZZ.F,SINNERSCHRADER,FRA,Internet Information Providers,Germany,851
T,"AT&T;, Inc.",NYQ,Telecom Services - Domestic,USA,844
T.TO,TELUS Corporation,TOR,Wireless Communications,Canada,840
T06.SI,Tiong Woon Corporation Holding Limited,SES,Rental & Leasing Services,Singapore,761
T16.SI,China Dairy Group Ltd.,SES,Food Wholesale,Singapore,757
T2K1.SG,Transportadora de Gas Del Sur S.A.,STU,,Germany,0
T39.SI,Singapore Press Holdings Limited,SES,Publishing - Newspapers,Singapore,727
T3B.SI,Olam.ES.1310,SES,,Singapore,0
T3W1.DU,TIME WARNER CBL,DUS,CATV Systems,Germany,725
T43.SI,Techcomp (Holdings) Limited,SES,Scientific & Technical Instruments,Singapore,837
T5I.F,TOPOTARGET,FRA,Biotechnology,Germany,515
T5V3.BE,ZEVOTEK,BER,,Germany,0
T5Z.MU,TERNIUM SP ADR,MUN,Steel & Iron,Germany,130
T7R.HM,N/A,HAM,,Germany,0
T82U.SI,SuntecReit,SES,,Singapore,0
T99.SG,THAI WIRE PROD -F-,STU,,Germany,0
T9Z.DU,ZUMTOBEL,DUS,Electronic Equipment,Germany,314
T9Z.F,ZUMTOBEL,FRA,Electronic Equipment,Germany,314
T9Z.MU,ZUMTOBEL,MUN,Electronic Equipment,Germany,314
TA,TravelCenters of America LLC,NYQ,"Specialty Retail, Other",USA,745
TA.TO,TransAlta Corp.,TOR,Diversified Utilities,Canada,913
TAC,TransAlta Corp.,NYQ,Diversified Utilities,USA,913
TAHO,Tahoe Resources Inc.,NYQ,Industrial Metals & Minerals,USA,133
TAIRF,TIGER AIRWAYS HOLD,PNK,,USA,0
TAK.V,Taku Gold Corp,VAN,Gold,Canada,134
TAL,"TAL International Group, Inc.",NYQ,Rental & Leasing Services,USA,761
TAM,Taminco Corporation,NYQ,Specialty Chemicals,USA,113
TAM.V,"Tamerlane Ventures, Inc.",VAN,Industrial Metals & Minerals,Canada,133
TAMO,Tamm Oil and Gas Corp.,PNK,,USA,0
TANN,TravelCenters of America LLC,NYQ,,USA,0
TAO.TO,TAG OIL LTD,TOR,,Canada,0
TAOEF,Trans-Asia Oil and Energy Development Corporation,PNK,,USA,0
TAOIF,TAG Oil Ltd.,PNK,,USA,0
TAOM,Taomee Holdings Ltd.,NYQ,Internet Information Providers,USA,851
TAP,Molson Coors Brewing Company,NYQ,Beverages - Brewers,USA,346
TAP-A,Molson Coors Brewing Company,NYQ,,USA,0
TAPOF,Tap Oil Ltd.,PNK,,USA,0
TARO,Taro Pharmaceutical Industries Ltd.,NYQ,Drug Manufacturers - Other,USA,511
TAS,Tasman Metals Ltd.,ASE,Industrial Metals & Minerals,USA,133
TASR,TASER International Inc.,NMS,Aerospace/Defense Products & Services,USA,611
TAST,"Carrols Restaurant Group, Inc.",NMS,Restaurants,USA,712
TAT,TransAtlantic Petroleum Ltd.,ASE,Oil & Gas Drilling & Exploration,USA,123
TATAGLOBAL-EQ.NS,TATA GLOBAL BEVERAGES LTD,NSI,,India,0
TATASTEEL.NS,Tata Steel Limited,NSI,Steel & Iron,India,130
TATD,"Tatyana Designs, Inc.",PNK,,USA,0
TATE.L,Tate & Lyle plc,LSE,Food - Major Diversified,United Kingdom,340
TATKF,TAT Konserve Sanayii AS,PNK,,USA,0
TATYY,Tate & Lyle plc,PNK,,USA,0
TAWUF,THAI AIRWAYS INTL UT,PNK,,USA,0
TAX,"JTH Holding, Inc.",NGM,Personal Services,USA,762
TAXI,Medallion Financial Corp.,NMS,Credit Services,USA,424
TAXI.JK,Express Transindo Utama Tbk.,JKT,,Indonesia,0
TAYC,Taylor Capital Group Inc.,NMS,Regional - Midwest Banks,USA,414
TAYCO,Taylor Capital Group Inc.,NMS,,USA,0
TAYCP,"Taylor Capital Group, Inc.",NMS,,USA,0
TAYD,Taylor Devices Inc.,NCM,Diversified Machinery,USA,622
TBAC,"Tandy Brands Accessories, Inc.",NCM,Textile - Apparel Footwear & Accessories,USA,321
TBBK,The Bancorp Inc.,NMS,Regional - Mid-Atlantic Banks,USA,412
TBE.TO,Twin Butte Energy Ltd.,TOR,Independent Oil & Gas,Canada,121
TBGRF,THE BK OF GREENLAND,PNK,,USA,0
TBIO,Transgenomic Inc.,PNK,Scientific & Technical Instruments,USA,837
TBLE3F.SA,TRACTEBEL   -ON      NM,SAO,,Brazil,0
TBNK,Territorial Bancorp Inc.,NMS,Regional - Pacific Banks,USA,416
TBOW,"Trunkbow International Holdings, Ltd.",NGM,Diversified Communication Services,USA,846
TC,Thompson Creek Metals Company Inc.,NYQ,Industrial Metals & Minerals,USA,133
TC2A.DU,TCL MULTIMEDIA TECH,DUS,Entertainment - Diversified,Germany,722
TC2A.F,TCL MULTIMEDIA TECH,FRA,Entertainment - Diversified,Germany,722
TCAP,Triangle Capital Corporation,NYQ,Credit Services,USA,424
TCB,TCF Financial Corporation,NYQ,Money Center Banks,USA,410
TCBI,Texas Capital BancShares Inc.,NMS,Regional - Southwest  Banks,USA,415
TCBK,TriCo Bancshares,NMS,Regional - Pacific Banks,USA,416
TCE1.BE,CELLDEX THERAPEUTIC,BER,Biotechnology,Germany,515
TCEHY,Tencent Holdings Ltd.,PNK,,USA,0
TCF.L,TERRA GBP/0.01/NEW,LSE,,United Kingdom,0
TCF.V,CBM Asia Development Corp.,VAN,Independent Oil & Gas,Canada,121
TCFC,The Community Financial Corp.,NCM,Regional - Pacific Banks,USA,416
TCGF.L,,,,,0
TCI,Transcontinental Realty Investors Inc.,NYQ,REIT - Diversified,USA,440
TCK,Teck Resources Limited,NYQ,Industrial Metals & Minerals,USA,133
TCK-B.TO,Teck Resources Limited,TOR,Industrial Metals & Minerals,Canada,133
TCLHF,TCL Multimedia Technology Holdings Ltd.,PNK,,USA,0
TCLRY,Technicolor SA,PNK,,USA,0
TCN510.NZ,TCN 15/06/13 8.50% - TCNZ Finan,NZE,,NewZealand,0
TCP,"TC PipeLines, LP",NYQ,Oil & Gas Pipelines,USA,125
TCPC,TCP Capital Corp.,NMS,,USA,0
TCPS,TechnoConcepts Inc.,PNK,,USA,0
TCRD,"THL Credit, Inc.",NMS,,USA,0
TCS,"The Container Store Group, Inc.",NYQ,"Specialty Retail, Other",USA,745
TCS.NS,Tata Consultancy Services Limited,NSI,Information Technology Services,India,824
TCSA3.SA,TECNISA     -ON      NM,SAO,,Brazil,0
TCTZF,Tencent Holdings Ltd.,PNK,,USA,0
TCU.F,TC UNTERHALTUNGSELE,FRA,Electronic Equipment,Germany,314
TCW.TO,Trican Well Service Ltd.,TOR,Oil & Gas Equipment & Services,Canada,124
TD,The Toronto-Dominion Bank,NYQ,Money Center Banks,USA,410
TD-PP.TO,"TD BANK, CLASS A, PREF, SERIES",TOR,,Canada,0
TD-PR.TO,"TD BANK PREFERRED SHARES, SERIE",TOR,,Canada,0
TD-PZ.TO,TD BANK PREF SERIES Z,TOR,,Canada,0
TD.TO,The Toronto-Dominion Bank,TOR,Money Center Banks,Canada,410
TDA,Telephone & Data Systems Inc.,NYQ,,USA,0
TDBK,Tidelands Bancshares Inc.,PNK,Regional - Mid-Atlantic Banks,USA,412
TDC,Teradata Corporation,NYQ,Data Storage Devices,USA,813
TDE,Telephone & Data Systems Inc.,NYQ,,USA,0
TDE.L,Telef,LSE,Wireless Communications,United Kingdom,840
TDEY,"3D Eye Solutions, Inc.",PNK,,USA,0
TDF,"Templeton Dragon Fund, Inc. Com",NYQ,,USA,0
TDG,TransDigm Group Incorporated,NYQ,Aerospace/Defense Products & Services,USA,611
TDHOY,"T&D; Holdings, Inc.",PNK,,USA,0
TDI,Telephone & Data Systems Inc.,NYQ,,USA,0
TDS,Telephone & Data Systems Inc.,NYQ,Wireless Communications,USA,840
TDU.DE,Trading-House.net AG,GER,,Germany,0
TDW,Tidewater Inc.,NYQ,Oil & Gas Equipment & Services,USA,124
TDW.SG,TIDEWATER,STU,Oil & Gas Equipment & Services,Germany,124
TDY,Teledyne Technologies Inc.,NYQ,Aerospace/Defense Products & Services,USA,611
TE,"TECO Energy, Inc.",NYQ,Electric Utilities,USA,911
TEA.V,Tearlach Resources Ltd.,VAN,Industrial Metals & Minerals,Canada,133
TEAR,TearLab Corporation,NCM,Medical Laboratories & Research,USA,525
TEC.PA,Technip,PAR,Oil & Gas Equipment & Services,France,124
TECA.MU,TOSHIBA TEC,MUN,Computer Based Systems,Germany,812
TECD,Tech Data Corp.,NMS,Computers Wholesale,USA,755
TECH,Techne Corp.,NMS,Biotechnology,USA,515
TECHM.NS,Tech Mahindra Limited,NSI,Information Technology Services,India,824
TECUA,Tecumseh Products Company,NMS,Diversified Machinery,USA,622
TECUB,Tecumseh Products Company,NMS,,USA,0
TEF,Telef,NYQ,Telecom Services - Foreign,USA,845
TEF.MC,TELEFONICA,MCE,,Spain,0
TEG,"Integrys Energy Group, Inc.",NYQ,Gas Utilities,USA,912
TEGO.AT,X.K.TEGOPOULOS,ATH,,Greece,0
TEGY,TransAct Energy Corp.,PNK,Oil & Gas Drilling & Exploration,USA,123
TEI,Templeton Emerging Markets Inco,NYQ,,USA,0
TEI.V,TOSCANA ENERGY INCOME CORPORATI,VAN,,Canada,0
TEL,TE Connectivity Ltd.,NYQ,Diversified Electronics,USA,836
TEL.AX,TELECOM NZ FPO NZ,ASX,,Australia,0
TEL.NZ,Telecom Corporation of New Zealand Limited,NZE,Wireless Communications,NewZealand,840
TEL.OL,TELENOR,OSL,,Norway,0
TELK,Telik Inc.,NCM,Drug Manufacturers - Other,USA,511
TELOZ,Tel Offshore Trust,PNK,Diversified Investments,USA,423
TEN,Tenneco Inc.,NYQ,Auto Parts,USA,333
TEN.AX,Ten Network Holdings Limited,ASX,Broadcasting - TV,Australia,723
TENG,Trans Energy Inc.,PNK,Independent Oil & Gas,USA,121
TEO,Telecom Argentina S.A.,NYQ,Diversified Communication Services,USA,846
TEP,"Tallgrass Energy Partners, LP",NYQ,Oil & Gas Pipelines,USA,125
TER,Teradyne Inc.,NYQ,Semiconductor Equipment & Materials,USA,834
TERI3F.SA,TEREOS      -ON      NM,SAO,,Brazil,0
TESB.BR,TESSENDERLO,BRU,,Brussels,0
TESO,Tesco Corporation,NMS,Oil & Gas Equipment & Services,USA,124
TEU,Box Ships Inc.,NYQ,Shipping,USA,775
TEV.SG,TEVAPHARMIND SP ADR,STU,Drugs - Generic,Germany,512
TEVA,Teva Pharmaceutical Industries Limited,NYQ,Drug Manufacturers - Other,USA,511
TEX,Terex Corp.,NYQ,Farm & Construction Machinery,USA,620
TEX.DU,CASTELLUM,DUS,Real Estate Development,Germany,449
TEXS,TexStar Oil Corp.,OBB,Independent Oil & Gas,USA,121
TEXX,"Emperial Americas, Inc.",PNK,,USA,0
TF523.SA,ATIVO TEST ON,SAO,,Brazil,0
TF573.SA,ATIVO TEST ON,SAO,,Brazil,0
TF7A.DU,TYSON FOODS -A-,DUS,Farm Products,Germany,341
TFCO,Tufco Technologies Inc.,NCM,Paper & Paper Products,USA,324
TFECF,Thin Film Electronics ASA,PNK,,USA,0
TFER,Titan Iron Ore Corp.,OBB,Industrial Metals & Minerals,USA,133
